# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	textures\mario.png	255	255	255
20	textures\misc.png	176	224	248
10	textures\enemies.png	3	26	110
30	textures\tiles.png	255	128	192
40	textures\tiles4.png	4	193	170
50	textures\enemies-2.png	0	128	128
60	textures\enemy3.png	255	255	255
70	textures\map.png	156	252	240

# id	left	top	right	bottom	texture_id
[SPRITES]
#ÚP
1666	60071	100
#60072	100	60073	100	60074	100
#NGỬA
1667	60075	100
#KOOPAS ĐỎ _ĐI BỘ
#walk left
1668	60076	100	60077	100
#KOOPAS ĐỎ_BAY
1669	60078	100	60079	100	60080	100	60081	100
#MAI RÙA ĐỎ
#ÚP
1670	60082	100	60083	100	60084	100	60085	100
#GOOMBA ĐỎ _BAY
1671	60086	100	60087	100	60088	100	60089	100
#GOOMBA ĐỎ_CHẾT
1672	60090	100
#GOOMBA XANH_XOAY
1673	80004	50	80005	50	80006	50
#GOOMBA ĐỎ_XOAY
1674	80008	50	80009	50	80010	50
#GOOMBA ĐỎ ĐI BỘ				
1675	60091	100	60092	100
#END SECTION 3

#
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# MARIO
1	400	401	500	501	506	507	504	505	508	509	510	511	512	513	514	515	528	529	599	599	402	403	502	503	516	517	518	519	520	521	522	523	524	525	526	527	599	599	599	599	600	601	602	603	604	605	606	607	608	609	610	611	612	613	614	615	616	617	618	619	700	701	702	703	704	705	706	707	708	709	710	711	712	713	714	715	716	717	599
# QUESTION BRICK 
22	6002

#SECTION 1


#==== GACH BỂ ĐƯỢC ====
403	3003

#==== GẠCH BỰ LẺ ====
402	3000

# ====MÂY =========
400	3001	
401	3002

# ====GẠCH NHỎ LOẠI 1 =========
30	1500
31	1501
32	1502

#==== GẠCH BỰ TRÊN ====
33	1503
34	1504
35	1505

#==== GẠCH BỰ TRÊN ====
36	1506
37	1507
38	1508

#SECTION 1 END

#SECTION 2

#==== DONG TIEN
209	2100

# ====GACH NHO LOAI 1 =========
30	1500
31	1501
32	1502

#==== GACH BU TRÊN====
33	1503
34	1504
35	1505

#==== GACH BU DUOI====
36	1506
37	1507
38	1508

#==== HÀNG CÂY 1 ====
200	2000
201	2001
202	2002
203	2003
204	2004
205	2005
206	2006
207	2007

#CLOUND
210	2010
211	2011
212	2012

#==== BUI CAY NHO
208	2008

#==== GOOMBA
#213	2013	2014

#==== KOOPAS XANH
#214	2016	2015	2017	3004	3005	3005


#SECTION 2 END


#SECTION 3
#==== KHỐI TRẮNG =====
39	1601
40	1602
41	1603
42	1604
43	1605
44	1606
45	1607
46	1608
47	1609
#==== KHỐI ĐỎ =====
48	1611
49	1612
50	1613
51	1614
52	1615
53	1616
54	1617
55	1618
56	1619
#==== KHỐI XANH DƯƠNG
57	1621
58	1622
59	1623
60	1624
61	1625
62	1626
63	1627
64	1628
65	1629
#===== KHỐI XANH LÁ 
66	1631
67	1632
68	1633
69	1634
70	1635
71	1636
72	1637
73	1638
74	1639
#==== VỆT ĐEN
75	1641
76	1642
77	1643
78	1644
79	1645
#=== ỐNG CỐNG DỌC
80	1651
81	1652
82	1653
83	1654
#=== 1 VIÊN GẠCH RĂNG CƯA _SIÊU BỰ
84	1655
85	1656
86	1657
87	1658

## GOOMBA  :THUONG ĐI BỘ(bthg- chết) , ĐỎ BAY
88	1660	1661	1671	1672	1675

## KOOOPAS
## Thứ tự :Xanh đi bộ (trái phải),xanh bay (trái), mai rùa xanh(úp,ngửa), đỏ đi bộ(trái) ,đỏ bay (trái),mai đỏ( úp)
89	1662	1663	1665	1666	1667	1668	1669	1670	1673	1674
#ENDSECTON3


[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas, 4 = NoCollisionObjects 5= RECT, 6=PIPE

#SECTION 1

# BRICK 
# --- platform (hint: I created the list using Excel!) ----

#==== DONG TIEN
#==== DONG TIEN CHEO
1	1072	54	209
1	1105	23	209
1	1137	-9	209
1	1169	-41	209
1	1201	-73	209

#==== 3 HANG DONG TIEN
#==== HANG 1
1	1329	-185	209
1	1345	-185	209
1	1361	-185	209

#==== HANG 2
1	1473	-153	209
1	1489	-153	209
1	1617	-153	209
1	1633	-153	209
1	1649	-153	209
1	1665	-153	209
1	1729	-153	209

#==== HANG 3
1	1537	-137	209
1	1553	-137	209
1	1569	-137	209
1	1585	-137	209
1	1762	-137	209
1	1841	-137	209


#==== 2 CUC DONG TIEN LE
#====  CUC DONG TIEN LE TREN
1	1809	-169	209
#====  CUC DONG TIEN LE DUOI
1	1697	-121	209

#==== MAY TO 1
4	120	8	211
#==== MAY TO 2
4	328	-8	210
#==== MAY TO 3
4	648	8	210
#==== MAY TO 4
4	728	40	212
#==== MAY TO 5
4	1176	8	210
#==== MAY TO 6
4	1656	8	212
#==== MAY TO 7
4	2328	24	210
#==== GACH BỂ ĐƯỢC ====
1	1952	134	403
1	1967	134	403
1	1982	134	403
1	1997	134	403
1	2012	134	403
1	2027	134	403
1	2042	134	403
1	2087	134	403
1	2102	134	403



1	1967	118	403
1	1982	118	403
1	1997	118	403
1	2012	118	403
1	2027	118	403
1	2087	118	403


1	1982	102	403
1	1997	102	403
1	2012	102	403
1	2027	102	403


# --- MÂY ----
1	1408	-73	400
1	1424	-73	400
1	1440	-73	400
1	1456	-73	400

# --- MÂY 2----
1	1488	-89	400
1	1504	-89	400
1	1520	-89	400
1	1536	-89	400
1	1552	-89	400
1	1568	-89	400
1	1584	-89	400
1	1600	-89	400
1	1616	-89	400
1	1632	-89	400
1	1648	-89	400
1	1664	-89	400
1	1680	-89	400


#==== GẠCH BỰ LẺ ====

1	1505	71	402
1	1520	71	402

1	1571	135	402
1	1586	135	402
1	1601	135	402

1	1586	120	402
1	1601	120	402

1	1601	105	402

1	1664	105	402

1	1664	120	402
1	1679	120	402

1	1664	135	402
1	1679	135	402
1	1694	135	402

1	2256	39	402
1	2271	39	402

1	2256	103	402
1	2271	103	402

# --- GẠCH CÂU HỎI ----
1	176	87	22
1	192	87	22
1	224	39	22
1	240	39	22
1	416	55	22
1	656	121	22
1	704	87	22
1	1440	-137	22
1	1472	103	22

# --- HÀNG GẠCH NHỎ LOẠI 1 ----
#1	200	116	30 TEST SITDOWN

1	0	150	30
1	16	150	31
1	32	150	31
1	48	150	31
1	64	150	31
1	80	150	31
1	96	150	31
1	112	150	31
1	128	150	31
1	144	150	31
1	160	150	31
1	176	150	31
1	192	150	31
1	208	150	31
1	224	150	31
1	240	150	31
1	256	150	31
1	272	150	31
1	288	150	31
1	304	150	31
1	320	150	31
1	336	150	31
1	352	150	31
1	368	150	31
1	384	150	31
1	400	150	31
1	416	150	31
1	432	150	31
1	448	150	31
1	464	150	31
1	480	150	31
1	496	150	31
1	512	150	31
1	528	150	31
1	544	150	31
1	560	150	31
1	576	150	31
1	592	150	31
1	608	150	32

#==== GẠCH BỰ 1 TRÊN ====

1	624	137	33
1	638	137	34
1	653	137	34
1	668	137	34
1	683	137	34
1	698	137	34
1	713	137	34
1	728	137	34
1	743	137	34
1	758	137	34
1	773	137	34
1	788	137	34
1	803	137	34
1	818	137	34
1	833	137	34
1	848	137	34
1	863	137	34
1	878	137	34
1	893	137	34
1	908	137	34
1	923	137	34
1	938	137	34
1	953	137	34
1	968	137	34
1	983	137	34
1	998	137	34
1	1013	137	34
1	1028	137	34
1	1043	137	34
1	1058	137	34
1	1073	137	35



#==== GẠCH BỰ 1 DƯỚI ====

1	624	152	36
1	638	152	37
1	653	152	37
1	668	152	37
1	683	152	37
1	698	152	37
1	713	152	37
1	728	152	37
1	743	152	37
1	758	152	37
1	773	152	37
1	788	152	37
1	803	152	37
1	818	152	37
1	833	152	37
1	848	152	37
1	863	152	37
1	878	152	37
1	893	152	37
1	908	152	37
1	923	152	37
1	938	152	37
1	953	152	37
1	968	152	37
1	983	152	37
1	998	152	37
1	1013	152	37
1	1028	152	37
1	1044	152	37
1	1060	152	37
1	1074	152	38


# --- HÀNG GẠCH NHỎ LOẠI 1 HÀNG 2----

1	1152	150	30
1	1168	150	31
1	1184	150	31
1	1200	150	31
1	1216	150	31
1	1232	150	31
1	1248	150	31
1	1264	150	31
1	1280	150	31
1	1296	150	31
1	1312	150	31
1	1328	150	31
1	1344	150	31
1	1360	150	31
1	1376	150	31
1	1392	150	31
1	1408	150	31
1	1424	150	31
1	1440	150	31
1	1456	150	31
1	1472	150	31
1	1488	150	32

# --- HÀNG GẠCH NHỎ LOẠI 1 HÀNG 3----

1	1536	150	30
1	1552	150	31
1	1568	150	31
1	1584	150	31
1	1600	150	31

# --- HÀNG GẠCH NHỎ LOẠI 1 HÀNG 4----

1	1664	150	30
1	1680	150	31
1	1696	150	31
1	1712	150	31
1	1728	150	31
1	1744	150	31
1	1760	150	31
1	1776	150	31
1	1792	150	31
1	1808	150	31
1	1824	150	31
1	1840	150	31
1	1856	150	31
1	1872	150	31
1	1888	150	31
1	1904	150	31
1	1920	150	31
1	1936	150	31
1	1952	150	31
1	1968	150	31
1	1984	150	31
1	2000	150	31
1	2016	150	31
1	2032	150	31
1	2048	150	31
1	2064	150	31
1	2080	150	31
1	2096	150	31
1	2112	150	31
1	2128	150	31
1	2144	150	31
1	2160	150	31
1	2176	150	31
1	2192	150	31
1	2208	150	31
1	2222	150	32

# --- HÀNG GẠCH NHỎ LOẠI 1 HÀNG 5----

1	2256	150	30
1	2272	150	31
1	2288	150	31
1	2304	150	31
1	2320	150	31
1	2336	150	31
1	2352	150	31
1	2368	150	31
1	2384	150	31
1	2400	150	31
1	2416	150	31
1	2432	150	31
1	2448	150	31
1	2464	150	31
1	2480	150	31
1	2496	150	31
1	2512	150	31
1	2528	150	31
1	2544	150	31
1	2560	150	31
1	2576	150	31
1	2592	150	31
1	2608	150	31
1	2624	150	31
1	2640	150	31
1	2656	150	31
1	2672	150	31
1	2688	150	31
1	2704	150	31
1	2720	150	31
1	2736	150	31
1	2752	150	31
1	2768	150	31
1	2784	150	31
1	2800	150	32

#SECTION 1 END


#SECTION 2
#==== HÀNG CÂY 1 ====

#==== HÀNG CÂY 1.1 ====
4	16	134	204
4	32	134	201
4	48	134	201
4	64	134	201
4	80	134	201
4	96	134	201
4	112	134	201
4	128	134	205

#==== VET DEN HÀNG CÂY 1.2 ====
4	95	118	76



#==== HÀNG CÂY 1.2 ====
4	16	118	204
4	32	118	201
4	48	118	201
4	64	118	201
4	80	118	201
4	99	118	200
4	112	118	201


#==== HÀNG CÂY 1.3 ====
4	32	102	201
4	48	102	205

#==== HÀNG CÂY 1.1 CÓ B?I CÂY ====
4	80	134	202
4	96	134	203



#==== HÀNG CÂY 1.2 CÓ B?I CÂY ====
4	32	118	202
4	48	118	203
4	112	118	202
4	128	118	203


#==== HÀNG CÂY 1.3 CÓ B?I CÂY ====
4	17	102	202
4	32	102	203
4	65	102	202
4	80	102	203
4	97	102	202
4	112	102	203


#==== HÀNG CÂY 1.4 CÓ B?I CÂY ====
4	33	86	202
4	48	86	203

#==== HANG CAY 2 ====
#==== HANG CAY 2.1 ====
4	818	121	202
4	833	121	206
4	849	121	201
4	865	121	201
4	881	121	201
4	897	121	201
4	913	121	201
4	929	121	201
4	946	121	202
4	961	121	206
4	977	121	201
4	993	121	205

#==== HANG CAY 2.2 ====

4	833	105	204
4	849	105	207
4	865	105	206
4	881	105	207
4	897	105	206
4	913	105	201
4	929	105	201
4	961	105	204
4	977	105	207
4	993	105	203


#==== HANG CAY 2.3 ====
4	834	89	202
4	849	89	203
4	867	89	202
4	881	89	206
4	897	89	205
4	915	89	202
4	929	89	203
4	962	89	202
4	977	89	203

#==== HANG CAY 2.4 ====
4	882	73	202
4	897	73	203


#==== HANG CAY 3 ====
#==== HANG CAY 3.1 ====
4	1889	134	202
4	1904	134	206
4	1920	134	201
4	1936	134	201

#==== HANG CAY 3.2 ====
4	1904	118	204
4	1920	118	207
4	1936	118	203



#==== HANG CAY 3.3 ====
4	1905	102	202
4	1920	102	203


#==== HANG CAY 4 ====
#==== HANG CAY 4.1 ====
4	2368	134	204
4	2384	134	201
4	2400	134	201
4	2416	134	201
4	2432	134	201
4	2448	134	205

#==== HANG CAY 4.2 ====
4	2368	118	204
4	2384	118	201
4	2400	118	201
4	2416	118	201
4	2432	118	207
4	2448	118	203

#==== HANG CAY 4.3 ====
4	2368	102	204
4	2384	102	201
4	2400	102	201
4	2416	102	201
4	2432	102	201


#==== HANG CAY 4.4 ====

4	2369	86	202
4	2384	86	206
4	2400	86	201
4	2416	86	201
4	2432	86	201



#==== HANG CAY 4.5 ====
4	2385	70	202
4	2400	70	206
4	2416	70	201
4	2432	70	201

#==== HANG CAY 4.6 ====
4	2400	54	204
4	2416	54	201
4	2432	54	201

#==== HANG CAY 4.7 ====
4	2400	38	204
4	2416	38	207
4	2432	38	203

#==== HANG CAY 4.8 ====
4	2401	22	202
4	2416	22	203

#==== BUI CAY  ====
#==== BUI CAY NHO 1
4	160	134	208
4	176	134	208
4	192	134	208


#==== BUI CAY NHO 2
4	672	121	208
4	688	121	208
4	704	121	208
4	720	121	208
4	736	121	208
4	752	121	208

#==== BUI CAY NHO 3
4	1040	121	208
4	1056	121	208



#==== BUI CAY NHO 4
4	1184	134	208
4	1200	134	208
4	1216	134	208

#==== BUI CAY NHO 5
4	1728	134	208
4	1744	134	208
4	1760	134	208






#SECTION 2 END

#SECTION 3
#===== VỆT ĐEN CỘT XANH
4	320	78	75
4	320	86	76
4	320	102	76
4	320	118	76
4	320	134	76
#=== KHỐI XANH CAO 1 ===			
5	274	70	57
5	290	70	58
5	306	70	59
4	274	86	60
4	290	86	61
4	306	86	62
4	274	102	60
4	290	102	61
4	306	102	62
4	274	118	60
4	290	118	61
4	306	118	62
4	274	134	63
4	290	134	64
4	306	134	65
#===== VỆT ĐEN			
4	286	110	75
4	286	118	76
4	286	134	76
#==== KHỐI ĐỎ 1 ====			
5	240	102	48
5	256	102	49
5	272	102	50
4	240	118	51
4	256	118	52
4	272	118	53
4	240	134	54
4	256	134	55
4	272	134	56
#CỤM HỘP 2
#==== VỆT ĐEN HỘP TRẮNG
4	575	46	75
4	575	54	76
4	575	70	76
4	575	86	76
4	575	102	76
4	575	118	76
4	575	134	76
#=====HỘP TRẮNG
5	512	38	39
5	528	38	40
5	544	38	40
5	560	38	41
4	512	54	42
4	528	54	43
4	544	54	43
4	560	54	44
4	512	70	42
4	528	70	43
4	544	70	43
4	560	70	44
4	512	86	42
4	528	86	43
4	544	86	43
4	560	86	44
4	512	102	42
4	528	102	43
4	544	102	43
4	560	102	44
4	512	118	42
4	528	118	43
4	544	118	43
4	560	118	44
4	512	134	45
4	528	134	46
4	544	134	46
4	560	134	47
#===== VỆT ĐEN CỘT ĐỎ
4	527	78	75
4	527	86	76
4	527	102	76
4	527	118	76
4	527	134	76
#=== HỘP ĐỎ
5	464	70	48
5	480	70	49
5	496	70	49
5	512	70	50
4	464	86	51
4	480	86	52
4	496	86	52
4	512	86	53
4	464	102	51
4	480	102	52
4	496	102	52
4	512	102	53
4	464	118	51
4	480	118	52
4	496	118	52
4	512	118	53
4	464	134	54
4	480	134	55
4	496	134	55
4	512	134	56
#===== VỆT ĐEN			
4	479	110	75
4	479	118	76
4	479	134	76
4	608	126	75
4	608	134	76
#KHỐI XANH LÁ _CỤM 2			
5	400	102	66
5	416	102	67
5	432	102	67
5	448	102	67
5	464	102	68
4	400	118	69
4	416	118	70
4	432	118	70
4	448	118	70
4	464	118	71
4	400	134	72
4	416	134	73
4	432	134	73
4	448	134	73
4	464	134	74
#KHỐI XANH LÁ 2 _CỤM 2			
5	513	118	66
5	529	118	67
5	545	118	67
5	561	118	67
5	577	118	67
5	593	118	68
4	513	134	72
4	529	134	73
4	545	134	73
4	561	134	73
4	577	134	73
4	593	134	74
# CỤM HỘP 3
#===== VỆT ĐEN HỘP XANH
4	1438	62	75
4	1438	70	76
4	1438	86	76
4	1438	102	76
4	1438	118	76
4	1438	134	76
#=====HỘP XANH
5	1328	54	57
5	1344	54	58
5	1360	54	58
5	1376	54	58
5	1392	54	58
5	1408	54	58
5	1424	54	59
4	1328	70	60
4	1344	70	61
4	1360	70	61
4	1376	70	61
4	1392	70	61
4	1408	70	61
4	1424	70	62
4	1328	86	60
4	1344	86	61
4	1360	86	61
4	1376	86	61
4	1392	86	61
4	1408	86	61
4	1424	86	62
4	1328	102	60
4	1344	102	61
4	1360	102	61
4	1376	102	61
4	1392	102	61
4	1408	102	61
4	1424	102	62
4	1328	118	60
4	1344	118	61
4	1360	118	61
4	1376	118	61
4	1392	118	61
4	1408	118	61
4	1424	118	62
4	1328	134	63
4	1344	134	64
4	1360	134	64
4	1376	134	64
4	1392	134	64
4	1408	134	64
4	1424	134	65
#VỆT ĐEN HỘP ĐỎ
4	1407	94	75
4	1407	102	76
4	1407	118	76
4	1407	134	76
#=== HỘP ĐỎ
5	1296	86	48
5	1312	86	49
5	1328	86	49
5	1344	86	49
5	1360	86	49
5	1376	86	49
5	1392	86	50
4	1296	102	51
4	1312	102	52
4	1328	102	52
4	1344	102	52
4	1360	102	52
4	1376	102	52
4	1392	102	53
4	1296	118	51
4	1312	118	52
4	1328	118	52
4	1344	118	52
4	1360	118	52
4	1376	118	52
4	1392	118	53
4	1296	134	54
4	1312	134	55
4	1328	134	55
4	1344	134	55
4	1360	134	55
4	1376	134	55
4	1392	134	56
#VỆT ĐEN HỘP XANH
4	1375	126	75
4	1375	134	76
#HỘP XANH
5	1264	118	66
5	1280	118	67
5	1296	118	67
5	1312	118	67
5	1328	118	67
5	1344	118	67
5	1360	118	68
4	1264	134	72
4	1280	134	73
4	1296	134	73
4	1312	134	73
4	1328	134	73
4	1344	134	73
4	1360	134	74
# CỤM BOX 3
#VỆT ĐEN HỘP XANH
4	2223	14	75
4	2223	22	76
4	2223	38	76
4	2223	54	76
4	2223	70	76
4	2223	86	76
4	2223	102	76
4	2223	118	76
4	2223	134	76
#HỘP XANH
5	2176	6	66
5	2192	6	67
5	2208	6	68
4	2176	22	69
4	2192	22	70
4	2208	22	71
4	2176	38	69
4	2192	38	70
4	2208	38	71
4	2176	54	69
4	2192	54	70
4	2208	54	71
4	2176	70	69
4	2192	70	70
4	2208	70	71
4	2176	86	69
4	2192	86	70
4	2208	86	71
4	2176	102	69
4	2192	102	70
4	2208	102	71
4	2176	118	69
4	2192	118	70
4	2208	118	71
4	2176	134	72
4	2192	134	73
4	2208	134	74
#===== VỆT ĐEN			
4	2191	110	75
4	2191	118	76
4	2191	134	76
#==== KHỐI ĐỎ 1 ====			
5	2144	102	48
5	2160	102	49
5	2176	102	50
4	2144	118	51
4	2160	118	52
4	2176	118	53
4	2144	134	54
4	2160	134	55
4	2176	134	56
#VỆT ĐEN HỘP ĐỎ KHÔNG TRUNG
4	1375	-112	75
4	1375	-104	76
4	1375	-88	76
4	1375	-72	77
4	1322	-72	78
4	1330	-72	79
4	1346	-72	79
4	1362	-72	79
# HỘP ĐỎ KHÔNG TRUNG
5	1312	-120	48
5	1328	-120	49
5	1344	-120	49
5	1360	-120	50
4	1312	-104	51
4	1328	-104	52
4	1344	-104	52
4	1360	-104	53
4	1312	-88	54
4	1328	-88	55
4	1344	-88	55
4	1360	-88	56
# ỐNG CỐNG 1
6	352	102	80
6	368	102	81
6	353	118	82
6	368	118	83
6	353	134	82
6	368	134	83
#ỐNG CỐNG 2
6	1792	118	80
6	1808	118	81
6	1793	134	82
6	1808	134	83
# ỐNG CỐNG 3
6	1857	102	80
6	1873	102	81
6	1858	118	82
6	1873	118	83
6	1858	134	82
6	1873	134	83
#ỐNG CỐNG 5
6	2320	118	80
6	2336	118	81
6	2321	134	82
6	2336	134	83
#ỐNG CỐNG BỰ 4
#KHÚC DƯỚI
6	2257	118	82
6	2272	118	83
6	2257	134	82
6	2272	134	83
#KHÚC TRÊN
6	2256	-154	80
6	2272	-154	81
6	2257	-138	82
6	2272	-138	83
6	2257	-122	82
6	2272	-122	83
6	2257	-106	82
6	2272	-106	83
6	2257	-90	82
6	2272	-90	83
6	2257	-74	82
6	2272	-74	83
6	2257	-58	82
6	2272	-58	83
6	2257	-42	82
6	2272	-42	83
6	2257	-26	82
6	2272	-26	83
6	2257	-10	82
6	2272	-10	83
6	2257	6	82
6	2272	6	83
6	2257	22	82
6	2272	22	83
# gạch lắp ống
1	2256	103	402
1	2272	103	402
1	2256	38	402
1	2272	38	402
#ENDSECTION 3



# MARIO ALWAY THE LAST TO BE DRAW
#0	17	115	1
0	630	80	1
# GOOMBA 
2	224	134	88
#3	200	102	89
2	528	134	88
2	832	115	88
2	880	115	88

#GOOMBA_ ĐỎ _BAY
11	944	115	88
	
#KOOPA XANH_BAY
7	1328	27	89
7	1376	27	89
7	1425	27	89
#KOOPA XANH_BỘ
3	1472	123	89
#KOOPA ĐỎ_BỘ
8	576	91	89
8	2096	91	89

# --- SCENE PORTAL ----
# type	l	t	ani_set_id	r	b	scene_id
